id,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8
0x204,C0,00,7D,00,00,00,00,00
0x217,00,00,00,00,00,00,00,00
0x167,00,80,00,00,00,19,E6,00
0x415,00,00,D8,F6,80,00,00,00
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x077,00,00,0F,FE,00,0F,FB,FE
0x230,00,00,00,00,93,00,00,00
0x421,00,00,14,00,00,00,4A,00
0x43E,00,37,10,8C,A0,40,80,05
0x041,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,88,29,18,CF
0x204,C0,00,7D,00,00,00,00,00
0x217,00,00,00,00,00,00,00,00
0x167,00,80,00,00,00,19,E6,00
0x213,FF,FF,00,00,00,11,FF,41
0x230,00,00,00,00,93,00,00,00
0x333,00,B0,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,24,70,7B,DC
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,23,80,7B,DC
0x217,00,00,00,00,00,00,00,00
0x041,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,B8,28,E0,D3
0x200,00,00,80,25,80,25,00,00
0x332,00,6F,F2,16,2C,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x214,6F,66,00,00,00,00,1E,C0
0x230,00,00,00,00,93,00,00,00
0x43D,10,00,06,2D,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,1E,D0,7B,DC
0x4B0,83,00,00,00,D8,28,C8,D4
0x085,7D,00,00,00,1D,E0,7B,DC
0x217,00,00,00,00,00,00,00,00
0x172,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,E8,28,D0,D2
0x230,00,00,00,00,93,00,00,00
0x333,00,B0,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x214,6F,66,00,00,00,00,1B,F0
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,28,30,7B,DC
0x4B0,83,00,00,00,08,28,B8,E3
0x42C,80,00,00,00,00,00,00,00
0x332,00,6F,F2,16,2C,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x4B0,83,00,00,00,18,28,80,E9
0x083,00,20,80,00,00,90,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x07D,05,11,E7,22,8B,BF,EF,FE
0x230,00,00,00,00,93,00,00,00
0x085,7D,00,00,00,23,80,7B,DC
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,22,90,7B,DC
0x4B0,83,00,00,00,38,28,70,E9
0x085,7D,00,00,00,21,A0,7B,DC
0x217,00,00,00,00,00,00,00,00
0x455,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,48,28,60,EA
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x07D,05,10,E5,52,89,3F,EF,FE
0x230,00,00,00,00,93,00,00,00
0x42C,80,00,00,00,00,00,00,00
0x332,00,6F,F2,16,2C,00,00,00
0x085,7D,00,00,00,1C,F0,7B,DC
0x4B0,83,00,00,00,68,28,60,E8
0x085,7D,00,00,00,2B,00,7B,DC
0x217,00,00,00,00,00,00,00,00
0x172,00,00,00,00,00,00,00,00
0x415,00,00,DC,F5,80,00,00,00
0x231,00,00,00,00,00,00,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x42C,80,00,00,00,00,00,00,00
0x171,A5,00,A0,00,00,00,00,00
0x085,7D,00,00,00,27,40,7B,DC
0x217,00,00,00,00,00,00,00,00
0x041,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,98,28,48,E8
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x172,00,00,00,00,00,00,00,00
0x217,00,00,00,00,00,00,00,00
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x3B5,01,04,01,06,01,06,01,06
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,21,A0,7B,DC
0x217,00,00,00,00,00,00,00,00
0x041,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,C8,28,18,EB
0x231,00,00,00,00,00,00,00,00
0x217,00,00,00,00,00,00,00,00
0x172,00,00,00,00,00,00,00,00
0x07D,05,05,E8,D2,83,BF,EF,FE
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,1C,F0,7B,DC
0x4B0,83,00,00,00,E8,28,18,E9
0x085,7D,00,00,00,2B,00,7B,DC
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x4B0,83,00,00,00,F8,27,F0,EE
0x230,00,00,00,00,93,00,00,00
0x332,00,6F,F2,16,2C,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x214,6F,66,00,00,00,00,2A,00
0x083,00,20,80,00,00,90,00,00
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,26,50,7B,DC
0x4B0,83,00,00,00,18,27,E0,FE
0x085,7D,00,00,00,25,60,7B,DC
0x217,00,00,00,00,00,00,00,00
0x14A,00,00,00,00,00,00,00,00
0x415,00,00,C8,FA,80,00,00,00
0x230,00,00,00,00,93,00,00,00
0x217,00,00,00,00,00,00,00,00
0x172,00,00,00,00,00,00,00,00
0x213,FF,FF,00,00,00,11,FF,41
0x230,00,00,00,00,93,00,00,00
0x085,7D,00,00,00,21,A0,7B,DC
0x14A,00,00,00,00,00,00,00,00
0x085,7D,00,00,00,20,B0,7B,DC
0x4B0,83,00,00,00,48,27,D0,FD
0x3B6,08,00,08,00,00,00,00,00
0x332,00,6F,F2,16,2C,00,00,00
0x326,01,90,02,B3,81,90,00,00
0x415,00,00,D4,F7,80,00,00,00
0x083,00,20,80,00,00,90,00,00
0021.568,RX:,[0
